transaction_hash,from_address,to_address,value_transferred,block_timestamp,network_latency_ms,drain_percentage,velocity_1h,geo_distance_km,failed_auth_attempts,offchain_invoice_uri,kyc_status,anomaly_label
0x0000000000000000000000000000000000000000000000000000000000000068,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,10285.93081478774,1783541395,78.74241370494761,4.912580304795257,8,22.370199927630516,0,ipfs://QmInvoice104,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000069,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,41686.84960301139,1784855072,92.61908894189965,7.231732005251539,6,15.428822217553966,0,ipfs://QmInvoice105,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000006a,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,138564.6735403521,1782742561,64.73771024766512,8.210406116801993,6,47.47421204114568,0,ipfs://QmInvoice106,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000006b,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,60541.27988789686,1782868503,76.72027174610709,7.187388135657171,8,38.41668391382828,0,ipfs://QmInvoice107,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000006c,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,43205.61682178278,1784672912,79.35190217360875,5.355016953128656,7,7.865545612556175,0,ipfs://QmInvoice108,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000006d,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,6111.4098674661445,1783072494,47.11729668844185,4.771428646422856,10,43.554930818997725,0,ipfs://QmInvoice109,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000006e,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,48726.53577588589,1784146192,35.49221074801871,8.387439761439222,14,24.88412871422617,0,ipfs://QmInvoice110,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000006f,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,231528.48739231587,1782733397,32.42885292305462,2.0587248258930964,11,44.83305911781048,0,ipfs://QmInvoice111,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000070,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,8546.029332113209,1784027452,36.37260735850287,9.6802607243773,12,40.19290754141844,0,ipfs://QmInvoice112,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000071,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,37524.76624907518,1783887777,38.35220274720224,7.112415263579115,10,21.835461718992438,0,ipfs://QmInvoice113,PASSED,1
0x0000000000000000000000000000000000000000000000000000000000000072,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,105930.43189503973,1783347431,32.6143501656848,2.003074204109814,13,2.1009961076857526,0,ipfs://QmInvoice114,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000073,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,68501.7124176835,1785183641,89.64875673573134,7.365109365147897,8,14.165190609862357,0,ipfs://QmInvoice115,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000074,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,60703.72126508365,1783570241,79.34492623463944,5.303101831579355,14,27.540076518382477,0,ipfs://QmInvoice116,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000075,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,61614.3778112245,1783306657,18.986199762253694,7.075228655488001,2,32.04043277148122,0,ipfs://QmInvoice117,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000076,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,23274.617115747456,1784259182,37.837160972151125,7.680117219413959,9,13.636496586226912,0,ipfs://QmInvoice118,PASSED,1
0x0000000000000000000000000000000000000000000000000000000000000077,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,18378.10421335476,1784679556,16.885703072575637,0.8820288941008577,1,7.828447629568382,0,ipfs://QmInvoice119,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000078,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,83868.72536298561,1783898528,57.3440408649009,5.065978524029877,8,41.91158160316566,0,ipfs://QmInvoice120,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000079,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,84066.40995435145,1782738155,55.477909227066206,9.320823279146772,12,49.23570685447405,0,ipfs://QmInvoice121,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000007a,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,101897.50236839574,1784284739,85.66657665531261,3.2132154996735474,11,26.758818932831606,0,ipfs://QmInvoice122,PASSED,1
0x000000000000000000000000000000000000000000000000000000000000007b,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,123230.79809183182,1784947425,41.1610653805392,5.942892144603409,12,9.412285006566872,0,ipfs://QmInvoice123,PASSED,1
0x000000000000000000000000000000000000000000000000000000000000007c,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,36804.661846645184,1783081916,84.3927874931103,3.698612510283862,12,14.34305899944908,0,ipfs://QmInvoice124,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000007d,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,35809.218877559964,1784964077,97.27777006238496,4.548137042468805,4,1.9011431508258698,0,ipfs://QmInvoice125,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000007e,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,81047.49661542437,1783138073,22.51469898607996,5.49054514820215,4,45.80064152146445,0,ipfs://QmInvoice126,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000007f,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,53485.95374439001,1784662467,82.3045163549188,5.493730579090883,5,6.769803061616916,0,ipfs://QmInvoice127,PASSED,1
0x0000000000000000000000000000000000000000000000000000000000000080,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,61527.532425575846,1784674940,65.14625125669906,2.0252873186790556,8,29.249307300198424,0,ipfs://QmInvoice128,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000081,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,80430.97374771025,1784445753,55.803907196570385,6.848869763319535,5,14.428705813673094,0,ipfs://QmInvoice129,PASSED,1
0x0000000000000000000000000000000000000000000000000000000000000082,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,111366.17381733835,1782723855,50.74554118653138,0.8878024313141416,8,28.154722123273878,0,ipfs://QmInvoice130,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000083,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,21624.12035688271,1784440752,81.6968024352663,1.3968594866857835,10,32.91959902924135,0,ipfs://QmInvoice131,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000084,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,24546.839436377817,1783097444,69.34571534281059,0.03708188514915341,1,41.65734838165288,0,ipfs://QmInvoice132,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000085,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,5934.801959368028,1783512451,83.42879673914575,1.1757936807753964,12,11.114642316269558,0,ipfs://QmInvoice133,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000086,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,44170.70133047173,1782677407,91.76783998751323,4.7369303485084036,10,1.5387956042655433,0,ipfs://QmInvoice134,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000087,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,2830.20521054285,1783859904,67.46741552826983,6.064957791747828,9,7.707395873371556,0,ipfs://QmInvoice135,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000088,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,32330.34740910548,1783545253,98.33933163285212,7.94495160516496,6,45.10091345055715,0,ipfs://QmInvoice136,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000089,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,40114.7292843563,1783711379,66.68746721106024,1.0759255086332262,3,43.820613800563244,0,ipfs://QmInvoice137,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000008a,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,17881.533015726123,1784989257,69.11476733789402,8.508767325564383,13,30.273242006345107,0,ipfs://QmInvoice138,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000008b,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,45681.62650730876,1784481812,62.15932672608918,7.462285510231694,14,30.425326161249014,0,ipfs://QmInvoice139,PASSED,0
0x000000000000000000000000000000000000000000000000000000000000008c,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,2548.753105073727,1785091783,22.735177739363074,4.09109774642981,8,33.58679705276652,0,ipfs://QmInvoice140,PASSED,1
0x000000000000000000000000000000000000000000000000000000000000008d,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,2903.174964139469,1782869696,76.74374777526941,9.330051290328546,9,9.59319265254903,0,ipfs://QmInvoice141,PASSED,1
0x000000000000000000000000000000000000000000000000000000000000008e,0xMERIDIAN_RETAIL_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,87467.5684769068,1785058409,61.532936086424485,9.909385469809331,6,45.80618535032303,0,ipfs://QmInvoice142,PASSED,1
0x000000000000000000000000000000000000000000000000000000000000008f,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,23329.251210387236,1783459415,53.32738803036887,2.05796808243184,11,21.519755719711583,0,ipfs://QmInvoice143,PASSED,1
0x0000000000000000000000000000000000000000000000000000000000000090,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,7794.4520648714,1784328861,92.3900586642782,3.798493563788366,7,19.773787884225374,0,ipfs://QmInvoice144,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000091,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,37932.679413950784,1783810277,40.32655338106579,9.265229741661214,1,26.42696755885904,0,ipfs://QmInvoice145,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000092,0xALBION_ENERGY_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,74482.39702228676,1783873114,59.50619346127595,7.218749542005258,14,3.301332371977697,0,ipfs://QmInvoice146,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000093,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,13155.900171495168,1783561386,74.29955907694438,0.49046549320123606,5,9.147885069047891,0,ipfs://QmInvoice147,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000094,0xALBION_ENERGY_WALLET,0xDIGITAL_PASSBOOK_CONTRACT,49760.98093282464,1783205557,82.70010093227957,7.817329672696635,5,37.16364720489215,0,ipfs://QmInvoice148,PASSED,0
0x0000000000000000000000000000000000000000000000000000000000000095,0xMERIDIAN_RETAIL_WALLET,0xCONFIDENTIAL_SPACE_ESCROW,5460.551449494865,1782710023,54.044478675424656,8.281129462903145,10,5.057134728331197,0,ipfs://QmInvoice149,PASSED,1
